Dokument ID,Nachname,Vorname,Pseudonym,Gender,Titel,Untertitel_im_Text,Untertitel_im_Inhaltsverzeichnis,Jahr_ED,entstanden,Gattungslabel_ED,Gattungslabel_ED_normalisiert,Medium_ED,Medientyp_ED,Hg.,Kanon_Status,Nummer im Heft,seriell,Seiten,Medium_Zweitdruck,Jahr_Zweitdruck,Label_Zweitdruck,Medium_Drittdruck,Jahr_Drittdruck,Label_Drittdruck,in_Deutscher_Novellenschatz,in_Pantheon,in_RUB_Sammlung,in_B-v-Wiese,Verantwortlich_Erfassung,source_repository,Herkunft_Prätext_lt_Paratext,Wahrheitsbeglaubigung_lt_Paratext,Bearbeitungsqualität,spätere_Fassung_von,UrhGeschBis,falls_Episode_als_Ganztext_erfasst,
00101-00,Brachmann, Louise,,f, Der Maurenritter, ,Erzählung von Louise Brachmann,1821,,E,E, Aglaja. Ein Taschenbuch für das Jahr 1822,Taschenbuch,,0,,FALSE, 210-239,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,niedrig_original,,,,
00102-00,Kruse,Lauritz,,m,Die alten Freunde,Novelle,,1830,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1831,Taschenbuch,,0,,FALSE,3-130,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00103-00,Zedlitz,Joseph Christoph Freiherr von ,,m,Herr und Sclave.,Trauerspiel in zwei Aufzügen,,1830,,Drama,Drama,Aglaja. Ein Taschenbuch für das Jahr 1831,Taschenbuch,,0,,FALSE,131-170,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00104-00,Schreyvogel,Joseph,West,m,"Samuel Brink's erste Liebes- und Heirathsgeschichte, von ihm selbst erzählt",Mitgetheilt von West.,,1830,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1831,Taschenbuch,,0,,FALSE,171-308,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00105-00,Streckfuß,Carl,,m,Liebesprobe,Novelle nach einem altitaliänischen Manuscripte von Carl Streckfuß,,1810,,N,N,Minerva. Taschenbuch auf das Jahr 1811,Taschenbuch,,0,,FALSE,179-200,zu digitalisieren,,,,,,FALSE,FALSE,,,Theresa Valta,,italienisch,,normalisiert,,,,
00106-00,Storm,Theodor,,m,Beim Vetter Christian,,,1874,,0E,0E,"Der Salon für Literatur, Kunst und Gesellschaft, Bd. 1",Zeitschrift,,2,,FALSE,129-148,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00107-00,Storm,Theodor,,m,Aus engen Wänden (später: Bötjer Basch),Eine Geschichte,,1886,,Geschichte,XE,Deutsche Rundschau,Rundschau,,2,,FALSE,1–37,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00108-00,Stifter,Adalbert,,m,Abdias,,,1842,,N,N,Österreichischer Novellen-Almanach für 1843,Taschenbuch,,2,,FALSE,,1847 Studien,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00109-00,Reuter,Gabriele,,f,Aus guter Familie,Leidensgeschichte eines Mädchens,,1895,,Lebensgeschichte,XE,,Buch,"Fischer, Berlin",1,,FALSE,,,,,,,,FALSE,FALSE,,,Julian Schröter,,,,,,,,
00110-00,Stifter,Adalbert,,m,Der späte Pfennig,Eine Parabel,,1843,,Parabel,XE,,Buch,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00111-00,Stifter,Adalbert,,m,Der heilige Abend,,,1845,,0E,0E,"Die Gegenwart. Politisch-literarisches Tagblatt (Nr. 67, 68)",Zeitung,,2,,TRUE,,"als: Bergkristall, Bunte Steine 1853",,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00112-00,Franzos,Emil,,m,Baron Schmule,,,1877,,Geschichte,XE,Die Juden von Barnow,Anthologie,,0,,,,,vom Autor als Novellen bezeichnet,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00113-00,Hofmannsthal,,,m,Eine Reitergeschichte,,,1899,,0E,0E,Neue Freie Presse Wien,Zeitung,,3,,vermutlich,29,24.12.1899,,,,,,FALSE,FALSE,,TRUE,,Textgrid,,,normalisiert,,,,
00114-00,Fontane,Theodor,,m,L’Adultera,Novelle,,1880,,N,N,Nord und Süd,Monatsschrift,,2,,TRUE,"Bd. 13 u 14, H 39,40",1882 Schottländer,Novelle,,,,,FALSE,FALSE,,,Julian Schröter,,,,,,,,
00115-00,Häring,Georg Wilhelm Heinrich,Willibald Alexis,m,Acerbi,Novelle,,1828,,N,N,Taschenbuch für Damen auf das Jahr 1829,Taschenbuch,,1,,FALSE,73-248,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00116-00,Fontane,Theodor,,m,Quitt,Roman,,1890,,R,R,Die Gartenlaube,Familienblatt,,2,,TRUE,6 Hefte,"Bessersche Buchhandlung, Berlin. Hg. Wilhelm Hertz 1891",,,,,,FALSE,FALSE,,,Julian Schröter,,,,,,,,
00117-00,,Dorothea,,f,Liebe und Welt ,Polnische Novelle von Dorothea,,1831,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1832,Taschenbuch,,0,,FALSE,129-217,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,polnisch,,normalisiert,,,,
00118-00,Kruse,Lauritz,,m,Die Nattern am Busen,Dänische Erzählung. Mitgetheilt von Kruse,,1831,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1832,Taschenbuch,,0,,FALSE,3-128,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,dänisch,,normalisiert,,,,
00119-00,Heyden,Friedrich von,,m,Scharfenstein,Novelle,,1830,,N,N,Urania. Ein Taschenbuch für das Jahr 1831,Taschenbuch,,0,,FALSE,267-375,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00120-00,Schefer,Leopold,,m,Die Düvecke,Erzählung,,1830,,E,E,Urania. Ein Taschenbuch für das Jahr 1831,Taschenbuch,,1,,FALSE,375-474,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00121-00,Schreyvogel,Joseph,Carl August West,m,Samuel Brink´s letzte Liebesgeschichte. ,Eine Episode aus dem Roman seines Lebens.,,1820,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1821.,Taschenbuch,,0,,FALSE,177-257,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00122-00,Gleich ,Friedrich,,m,Der Meerfischer,Eine Erzählung von Friedrich Gleich.,,1820,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1821.,Taschenbuch,,0,,FALSE,26-45,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00123-00,Schilling,Gustav,,m,Strafe muß sein. ,Erzählung von Gustav Schilling.,,1820,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1821.,Taschenbuch,,0,,FALSE,146-156,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00124-00,von Perin,Josephine,,f,Leiden im Glück. ,Gegenstück zu der Erzählung: Glück im Leiden.,"Erzählung von Jospehine v. Perin, geb. Freyin v. Vogelsang",1820,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1821.,Taschenbuch,,0,,FALSE,75-104,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00125-00,Pichler,Caroline,,f,Der Postzug.,,Erzählung von Caroline Pichler,1822,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1823.,Taschenbuch,,0,,FALSE,S.3-72,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00126-00,Fouqué,L. M.,,,Daniel und seine Blumen.,,Erzählung von L.M. Fouque,1822,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1823.,Taschenbuch,,0,,FALSE,93-109,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00127-00,von Chezy,Helmine,,f,Die unschuldigen Verbrecher.,,Erzählung von Helmine von Chezy,1822,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1823.,Taschenbuch,,0,,FALSE,124-148,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00128-00,Winkler,Carl Gottfried Theodor,Theodor Hell,m,Moosseite.,"Arthur Austin nacherzählt, von Theodor Hell.",,1822,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1823.,Taschenbuch,,0,,FALSE,172-185,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00129-00,,Elise,,f,Rosa.,,Erzählung von Elise,1822,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1823.,Taschenbuch,,0,,FALSE,209-248,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00130-00,Schulze,Friedrich August,Friedrich Laun,m,Die Schachtel.,Novelle von Fr. Laun.,,1822,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1823.,Taschenbuch,,0,,FALSE,264-296,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00131-00,Schreyvogel,Joseph,Carl August West,m,Etienne Durand.,,Erzählung von C.A.West,1823,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1824.,Taschenbuch,,0,,FALSE,S.3-67,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00132-00,von Perin,Josephine,,f,Die Unerfahrene. ,,"Erzählung von Jospehine v. Perin, gebornen Freyin v. Vogelsang",1823,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1824.,Taschenbuch,,0,,FALSE,86-125,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00133-00,Pichler,Caroline,,f,Die Stieftochter.,,"Erzählung von Caroline Pichler, gebornen v. Greiner",1823,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1824.,Taschenbuch,,0,,FALSE,155-213,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00134-00,Winkler,Carl Gottfried Theodor,Theodor Hell,m,Ein schottisches Reiseabentheuer.,,,1823,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1824.,Taschenbuch,,0,,FALSE,251-273,,,,,,,FALSE,FALSE,,,Theresa Valta ,,,,original,,,,
00135-00,Tieck,Ludwig,,m,Das alte Buch und die Reise ins Blaue hinein,eine Mährchen-Novelle,,1834,,Märchennovelle,N,Urania. Ein Taschenbuch für das Jahr 1835,Taschenbuch,,0,,FALSE,1-152,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00136-00,Ungern-Sternberg,Alexander Freiherr von,A. von Sternberg,m,Die Alchymisten,Novelle,,1834,,N,N,Urania. Ein Taschenbuch für das Jahr 1835.,Taschenbuch,,0,,FALSE,317-394,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00137-00,[Rehfues],[Philipp Joseph],,m,Abenteuer auf einer Reise durch die Gebirge von Abruzzo im sechzehnten Jahrhundert,Mitgetheilt von dem Verfasser des Scipio Cicala,,1834,,0E,0E,Urania. Ein Taschenbuch für das Jahr 1835.,Taschenbuch,,0,,FALSE,153-316,anonym veröffentlicht,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00138-00,Ungern-Sternberg,Alexander Freiherr von,A. von Sternberg,m,Die Gebrüder Breughel,Novelle,,1835,,N,N,Urania. Ein Taschenbuch für das Jahr 1836. ,Taschenbuch,,0,,FALSE,1-110,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00139-00,Heyden,Julius von der,Emerentius Scävola,m,Alles wiederholt sich nicht im Leben,Novelle,,1835,,N,N,Urania. Ein Taschenbuch für das Jahr 1836.,Taschenbuch,,0,,FALSE,113-219,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00140-00,Tieck,Ludwig,,m,Eigensinn und Laune,Novelle,,1835,,N,N,Urania. Ein Taschenbuch für das Jahr 1836.,Taschenbuch,,0,,FALSE,221-356,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00141-00,Rochlitz,Friedrich,,m,Vater Hartmann und die Seinigen.,,Erzählung von Friedrich Rochlitz.,1824,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1825.,Taschenbuch,,0,,FALSE,S. 3-97,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00142-00,Weingarten,V.,,,Rebecca.,,Erzählung von V. Weingarten.,1824,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1825.,Taschenbuch,,0,,FALSE,151-249,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00143-00,Schefer,Leopold,,m,Der Kuß des Engels.,Novelle von Leopold Schefer.,,1825,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1826.,Taschenbuch,,0,,FALSE,S.3-64,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00144-00,Treml,Wenzel,Johann Wenzel Lembert,m,Der harte Spruch.,Novelle von Lembert.,,1825,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1826.,Taschenbuch,,0,,FALSE,89-117,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00145-00,von Perin,Josephine,,f,Die Paulistin.,"Erzählung von Josephine Perin, geborne von Vogelsang.",,1825,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1826.,Taschenbuch,,0,,FALSE,160-212,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00146-00,Schreyvogel,Joseph,Thomas/Karl August West,m,Die Fingerzeige der Vorsehung.,"(Aus Thomas und Karl August West´s ""Bildern aus dem Leben."")",,1825,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1826.,Taschenbuch,,0,,FALSE,241-289,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00147-00,Pichler,Caroline,,f,Der Wahlspruch.,"Erzählung von Caroline Pichler, geb. v. Greiner.",,1826,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1827.,Taschenbuch,,0,,FALSE,S.3-86,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00148-00,von Chezy,Helmine,,f,In te Domine speravi.,Eine Wanderungsgeschichte von Helmine v. Chezy.,,1826,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1827.,Taschenbuch,,0,,FALSE,122-154,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00149-00,Schreyvogel,Joseph,C. A. West,m,"Wie es geschah, daß ich ein Hagestolz ward.",Aus den Lebenserfahrungen eines Ungenannten. Mitgetheilt von C.A. West.,Erzählung von C.A.West,1826,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1827.,Taschenbuch,,0,,FALSE,178-272,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00150-00,Häring,Georg Wilhelm Heinrich,W. Alexis,m,Der Prätendent,Novelle von W. Alexis,,1840,,N,N,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,1-134,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00151-00,Pochhammer,Wilhelm von,Wilhelm Martell,m,Cursorius isabellinus,Novelle von Wilhelm Martell,,1840,,N,N,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,135-219,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00152-00,Hagen,August,,m,Von den drei Schwestern,Eine Erzählung von August Hagen,,1840,,E,E,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,221-297,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00153-00,Tieck,Ludwig,,m,Waldeinsamkeit,Novelle von Ludwig Tieck,,1840,,N,N,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,299-390,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00154-00,Grillparzer,Franz,,m,Das Kloster bei Sendomir,Nach einer als wahr überlieferten Begebenheit.,,1827,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1828.,Taschenbuch,,0,,FALSE,65-102,,,,,,,FALSE,FALSE,,,Theresa Valta,,,TRUE,original,,,,
00155-00,Seidl,Johann Gabriel,,m,Das Dreifaltigkeitsblümchen.,(Viola tricolor.) Bruchstücke aus einem Reise-Tagebuche.,Novelle von Joh. Gabr. Seidl,1827,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1828.,Taschenbuch,,0,,FALSE,130-177,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00156-00,Schreyvogel,Joseph,Th. West,m,Norberg und Elisa.,Eine Charakterskizze.,,1827,,Charakterskizze,XE,Aglaja. Ein Taschenbuch für das Jahr 1828.,Taschenbuch,,0,,FALSE,217-221,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00157-00,Schreyvogel,Joseph,Th. West,m,Paradoxien über die Ehe.,Als Einleitung zur Geschichte einiger Hagestolzen.,,1827,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1828.,Taschenbuch,,0,,FALSE,222-234,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00158-00,von Richthofen,Julie,,f,Wahrheit und Täuschung,,Erzählung von Julie v. Richthofen,1827,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1828.,Taschenbuch,,0,,FALSE,235-280,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00159-00,Mügge,Theodor,,m,Der gefährliche Gast.,Novelle,,1840,,N,N,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,1-126,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00160-00,Bülow,Eduard von,,m,Das Kind des Thales.,Novelle,,1840,,N,N,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,127-213,"Nach einer englischsprachigen Novelle von Sophia Lee in den ""Canterbury Tales"" ",,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00161-00,Pochhanner,Wilhelm von,Wilhelm Martell,m,Der lahme Hans.,Eine Dorfgeschichte. ,,1840,,Dorfgeschichte,XE,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,215-294,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00162-00,,,Frau von W,f,Das neue Jahr.,Novelle,,1840,,N,N,Urania. Ein Taschenbuch für das Jahr 1841.,Taschenbuch,,0,,FALSE,295-378,,,,,,,FALSE,FALSE,,,Johannes Leitgeb,,,,normalisiert,,,,
00163-00,Hoffmann,E. T. A. ,,m,[Der Einsiedler Serapion (Serapionsbrüder)][Bruchstück aus den Serapionsbrüdern (ED)],,,1819,,0E,0E,Der Feimüthige,Zeitung,,2,,TRUE,,Die Serapionsbrüder,1819,0E,,,,FALSE,FALSE,,,Julian Schröter,"Textgrid, Serapionsbrüder",,,normalisiert,,,,
00164-00,Reuter,Gebriele,,f,Treue,Novelle,,1901,,N,N,Frauenseelen,Anthologie,,1,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00165-00,Arnim,"Ludwig Achim, von",,m,Poliphil und Polia,,,1809,,N,N,Der Wintergarten. Novellen.,Anthologie,,1,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00166-00,Döring,Georg,,m,Die Vorurtheile,Novelle,,1827,,N,N,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,"797-798, …",,,,,,,FALSE,FALSE,,,,,,,,,,,
00167-00,o.N,o.N.,,unbekannt,Liebe und Wahnsinn,Nach einer Erzählung eines Reisenden im Orient,,1827,,0E,0E,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,"785-786, …",,,,,,,FALSE,FALSE,,,,,,,,,,,
00168-00,o.N.,o.N.,,,Der Brudermörder,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00169-00,Kruse,Lauritz,,m,Die Kunstreiterfamilie,nach Ingemann,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00170-00,,,,,Die Mörder aus Liebe,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00171-00,,,,,Die beiden Viehhändler,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00172-00,,,,,Das Schicksal,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00173-00,,,,,Der Mädchenmarkt in Rolle,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00174-00,Porter,Anna,,f,Annchen Halliday (?),,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00175-00,Scott,Walter,,m,Erzählungen eines Großvaters aus der schottischen Geschichte,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00176-00,Lohmann ,,,,Rienzo oder Soldatentreue,,,1827,,ungeklärt,ungeklärt,Cotta’s Morgenblatt für gebildete Leser,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00177-00,,Friederike,,f,Die heilige Elisabeth,,Erzählung von Friederike Lohmann,1828,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1829,Taschenbuch,,0,,FALSE,S.3-73,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00178-00,von Nostitz und Jänkendorf,Gottlob Adolf Ernst,Arthur vom Nordstern,m,Die Nilreise ,Novelle (Vermerk TV: in Versen),,1828,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1829,Taschenbuch,,0,,FALSE,80-106,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00179-00,Schreyvogel,Joseph,West,m,War er ein Geisterseher?,Eine psychologische Merkwürdigkeit. Mitgetheilt von West.,,1828,,Psychologische Merkwürdigkeit,XE,Aglaja. Ein Taschenbuch für das Jahr 1829,Taschenbuch,,0,,FALSE,109-156,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00180-00,Birch-Pfeiffer,Charlotte,,f,Die Tänzerin,"Nicht Dichtung. Mitgetheilt in Briefen, von Charlotte Birch-Pfeiffer.",,1828,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1829,Taschenbuch,,0,,FALSE,222-280,,,,,,,FALSE,FALSE,,,Theresa Valta,,,TRUE,original,,,,
00181-00,Dmitrijew (erschienen o.N.),Ivan Iwanowitsch,,m,Alexis und Natalie.,"Aus dem Russischen frei bearbeitet, nach Karamasin.",,1828,,0E,0E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1,Sammlung,,0,,FALSE,241-282,,,,,,,FALSE,TRUE,FALSE,FALSE,Theresa Valta,,russisch,,original,,,,
00182-00,o.N,o.N.,,unbekannt,Der braune Erich.,"Aus dem Dänischen frei bearbeitet, nach Ingemann.",,1828,,0E,0E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1,Sammlung,,0,,FALSE,193-240,,,,,,,FALSE,TRUE,,,Theresa Valta,,dänisch,,original,,,,
00183-00,o.N,o.N.,,unbekannt,"Astolfo und Lisarda, oder: der Pilger.",Aus dem Spanischen frei bearbeitet nach Lope de Vega Carpio.,,1829,,0E,0E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.4,Sammlung,,0,,FALSE,127-172,,,,,,,FALSE,TRUE,,,Theresa Valta,,spanisch,,original,,,,
00184-00,Hauff,Wilhelm,,m,Das Bild des Kaisers.,Novelle von Wilhelm Hauff.,,1827,,N,N,Taschenbuch für Damen. Auf das Jahr 1828.,Taschenbuch,,1,,FALSE,313-454,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.17,1830,Novelle,,,,FALSE,TRUE,,,Theresa Valta,,,,original,,,,
00185-00,Häring,Georg Wilhelm Heinrich,Willibald Alexis,m,Destereche.,Blätter aus dem Tagebuche eines Officiers von W. Alexis.,,1830,,0E,0E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.21,Sammlung,,1,,FALSE,3-105,,,,,,,FALSE,TRUE,,,Theresa Valta,,,,normalisiert,,,,
00186-00,Kruse,Lauritz,,m,Der Solitär.,,"Erzählung, von L. Kruse",1829,,E,E,Aglaja. Ein Taschenbuch für das Jahr 1830.,Taschenbuch,,0,,FALSE,3-131,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00187-00,Halirsch,Ludwig,,m,Das Frauenherz.,Novelle.,,1829,,N,N,Aglaja. Ein Taschenbuch für das Jahr 1830.,Taschenbuch,,0,,FALSE,144-198,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00188-00,Schreyvogel,Joseph,West,m,Der Schmid seines eigenen Glückes. ,Ein Charakter-Gemählde.,,1829,,0E,0E,Aglaja. Ein Taschenbuch für das Jahr 1830.,Taschenbuch,,0,,FALSE,211-327,,,,,,,FALSE,FALSE,,,Theresa Valta,,,,original,,,,
00189-00,,,,,Der Bräutigam aus dem Grabe.,Aus dem Englischen frei bearbeitet nach Washington Irving,,1828,,0E,0E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1,Sammlung,,0,,FALSE,283-306,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,englisch,,normalisiert,,,,
00190-00,,,,,Nicolaus Klim's unterirdische Reise.,"Eine satyrische Erzählung, nach dem Lateinischen von Holberg frei bearbeitet",,1828,,E,E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1,Sammlung,,0,,FALSE,7-86,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,lateinisch,,normalisiert,,,,
00191-00,Neusser,Ludwig,,m,Die drei Träume,Novelle von Ludwig Neusser,,1829,,N,N,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.6,Sammlung,,0,,FALSE,143-228,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,,,normalisiert,,,,
00192-00,,,,,Der Wald von St. Euphemia.,Nach dem Englischen frei bearbeitet,,1830,,0E,0E,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.19,Sammlung,,0,,FALSE,223-258,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,englisch,,normalisiert,,,,
00193-00,,,,,Laura's Villa.,"Novelle, aus dem Spanischen frei bearbeitet, nach Lope de Vega Carpio",,1828,,N,N,Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.2,Sammlung,,0,,FALSE,211-246,,,,,,,FALSE,TRUE,,,Johannes Leitgeb,,spanisch,,normalisiert,,,,
