Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
00126-00	Fouqué	L. M.		m	Daniel und seine Blumen.		Erzählung von L.M. Fouque	1822		E	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	93-109											Theresa Valta 				original				
00127-00	von Chezy	Helmine		f	Die unschuldigen Verbrecher.		Erzählung von Helmine von Chezy	1822		E	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	124-148											Theresa Valta 				original				
00128-00	Winkler	Carl Gottfried Theodor	Theodor Hell	m	Moosseite.	Arthur Austin nacherzählt, von Theodor Hell.		1822		0	0	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	172-185											Theresa Valta 				original				
00129-00		Elise		f	Rosa.		Erzählung von Elise	1822		E	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	209-248											Theresa Valta 				original				
00130-00	Schulze	Friedrich August	Friedrich Laun	m	Die Schachtel.	Novelle von Fr. Laun.		1822		N	N	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	264-296											Theresa Valta 				original				
00131-00	Schreyvogel	Joseph	Carl August West	m	Etienne Durand.		Erzählung von C.A.West	1823		E	E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		0		FALSE	S.3-67											Theresa Valta 				original				
00132-00	von Perin	Josephine		f	Die Unerfahrene. 		Erzählung von Jospehine v. Perin, gebornen Freyin v. Vogelsang	1823		E	E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		0		FALSE	86-125											Theresa Valta 				original				
00133-00	Pichler	Caroline		f	Die Stieftochter.		Erzählung von Caroline Pichler, gebornen v. Greiner	1823		E	E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		0		FALSE	155-213											Theresa Valta 				original				
00134-00	Winkler	Carl Gottfried Theodor	Theodor Hell	m	Ein schottisches Reiseabentheuer.			1823		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		0		FALSE	251-273											Theresa Valta 				original				
00135-00	Tieck	Ludwig		m	Das alte Buch und die Reise ins Blaue hinein	eine Mährchen-Novelle		1834		Märchennovelle	N	Urania. Ein Taschenbuch für das Jahr 1835	Taschenbuch		0		FALSE	1-152											Johannes Leitgeb				normalisiert				
00136-00	Ungern-Sternberg	Alexander Freiherr von	A. von Sternberg	m	Die Alchymisten	Novelle		1834		N	N	Urania. Ein Taschenbuch für das Jahr 1835.	Taschenbuch		0		FALSE	317-394											Johannes Leitgeb				normalisiert				
00137-00	[Rehfues]	[Philipp Joseph]		m	Abenteuer auf einer Reise durch die Gebirge von Abruzzo im sechzehnten Jahrhundert	Mitgetheilt von dem Verfasser des Scipio Cicala		1834		0E	0E	Urania. Ein Taschenbuch für das Jahr 1835.	Taschenbuch		0		FALSE	153-316	anonym veröffentlicht										Johannes Leitgeb				normalisiert				
00138-00	Ungern-Sternberg	Alexander Freiherr von	A. von Sternberg	m	Die Gebrüder Breughel	Novelle		1835		N	N	Urania. Ein Taschenbuch für das Jahr 1836. 	Taschenbuch		0		FALSE	1-110											Johannes Leitgeb				normalisiert				
00139-00	Heyden	Julius von der	Emerentius Scävola	m	Alles wiederholt sich nicht im Leben	Novelle		1835		N	N	Urania. Ein Taschenbuch für das Jahr 1836.	Taschenbuch		0		FALSE	113-219											Johannes Leitgeb				normalisiert				
00140-00	Tieck	Ludwig		m	Eigensinn und Laune	Novelle		1835		N	N	Urania. Ein Taschenbuch für das Jahr 1836.	Taschenbuch		0		FALSE	221-356											Johannes Leitgeb				normalisiert				
00141-00	Rochlitz	Friedrich		m	Vater Hartmann und die Seinigen.		Erzählung von Friedrich Rochlitz.	1824		E	E	Aglaja. Ein Taschenbuch für das Jahr 1825.	Taschenbuch		0		FALSE	S. 3-97											Theresa Valta				original				
00142-00	Weingarten	V.		unknown	Rebecca.		Erzählung von V. Weingarten.	1824		E	E	Aglaja. Ein Taschenbuch für das Jahr 1825.	Taschenbuch		0		FALSE	151-249											Theresa Valta				original				
00143-00	Schefer	Leopold		m	Der Kuß des Engels.	Novelle von Leopold Schefer.		1825		N	N	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		0		FALSE	S.3-64											Theresa Valta				original				
00144-00	Treml	Wenzel	Johann Wenzel Lembert	m	Der harte Spruch.	Novelle von Lembert.		1825		N	N	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		0		FALSE	89-117											Theresa Valta				original				
00145-00	von Perin	Josephine		f	Die Paulistin.	Erzählung von Josephine Perin, geborne von Vogelsang.		1825		E	E	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		0		FALSE	160-212											Theresa Valta				original				
00146-00	Schreyvogel	Joseph	Thomas/Karl August West	m	Die Fingerzeige der Vorsehung.	"(Aus Thomas und Karl August West´s ""Bildern aus dem Leben."")"		1825		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		0		FALSE	241-289											Theresa Valta				original				
00147-00	Pichler	Caroline		f	Der Wahlspruch.	Erzählung von Caroline Pichler, geb. v. Greiner.		1826		E	E	Aglaja. Ein Taschenbuch für das Jahr 1827.	Taschenbuch		0		FALSE	S.3-86											Theresa Valta				original				
00148-00	von Chezy	Helmine		f	In te Domine speravi.	Eine Wanderungsgeschichte von Helmine v. Chezy.		1826		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1827.	Taschenbuch		0		FALSE	122-154											Theresa Valta				original				
00149-00	Schreyvogel	Joseph	C. A. West	m	Wie es geschah, daß ich ein Hagestolz ward.	Aus den Lebenserfahrungen eines Ungenannten. Mitgetheilt von C.A. West.	Erzählung von C.A.West	1826		E	E	Aglaja. Ein Taschenbuch für das Jahr 1827.	Taschenbuch		0		FALSE	178-272											Theresa Valta				original				
00150-00	Häring	Georg Wilhelm Heinrich	W. Alexis	m	Der Prätendent	Novelle von W. Alexis		1840		N	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	1-134											Johannes Leitgeb				normalisiert				
00151-00	Pochhammer	Wilhelm von	Wilhelm Martell	m	Cursorius isabellinus	Novelle von Wilhelm Martell		1840		N	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	135-219											Johannes Leitgeb				normalisiert				
00152-00	Hagen	August		m	Von den drei Schwestern	Eine Erzählung von August Hagen		1840		E	E	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	221-297											Johannes Leitgeb				normalisiert				
00153-00	Tieck	Ludwig		m	Waldeinsamkeit	Novelle von Ludwig Tieck		1840		N	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	299-390											Johannes Leitgeb				normalisiert				
00154-00	Grillparzer	Franz		m	Das Kloster bei Sendomir	Nach einer als wahr überlieferten Begebenheit.		1827		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		0		FALSE	65-102											Theresa Valta			1	original				
00155-00	Seidl	Johann Gabriel		m	Das Dreifaltigkeitsblümchen.	(Viola tricolor.) Bruchstücke aus einem Reise-Tagebuche.	Novelle von Joh. Gabr. Seidl	1827		N	N	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		0		FALSE	130-177											Theresa Valta				original				
00156-00	Schreyvogel	Joseph	Th. West	m	Norberg und Elisa.	Eine Charakterskizze.		1827		Charakterskizze	XE	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		0		FALSE	217-221											Theresa Valta				original				
00157-00	Schreyvogel	Joseph	Th. West	m	Paradoxien über die Ehe.	Als Einleitung zur Geschichte einiger Hagestolzen.		1827		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		0		FALSE	222-234											Theresa Valta				original				
00158-00	von Richthofen	Julie		f	Wahrheit und Täuschung		Erzählung von Julie v. Richthofen	1827		E	E	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		0		FALSE	235-280											Theresa Valta				original				
00159-00	Mügge	Theodor		m	Der gefährliche Gast.	Novelle		1840		N	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	1-126											Johannes Leitgeb				normalisiert				
00160-00	Bülow	Eduard von		m	Das Kind des Thales.	Novelle		1840		N	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	127-213	"Nach einer englischsprachigen Novelle von Sophia Lee in den ""Canterbury Tales"" "										Johannes Leitgeb				normalisiert				
00161-00	Pochhanner	Wilhelm von	Wilhelm Martell	m	Der lahme Hans.	Eine Dorfgeschichte. 		1840		Dorfgeschichte	XE	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	215-294											Johannes Leitgeb				normalisiert				
00162-00			Frau von W	f	Das neue Jahr.	Novelle		1840		N	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	295-378											Johannes Leitgeb				normalisiert				
00163-00	Hoffmann	E. T. A. 		m	[Der Einsiedler Serapion (Serapionsbrüder)][Bruchstück aus den Serapionsbrüdern (ED)]			1819		0E	0E	Der Feimüthige	Zeitung		2		TRUE		Die Serapionsbrüder	1819	0								Julian Schröter	Textgrid, Serapionsbrüder			normalisiert				
00164-00	Reuter	Gebriele		f	Treue	Novelle		1901		N	N	Frauenseelen	Anthologie		1		FALSE								FALSE	FALSE											
00165-00	Arnim	Ludwig Achim, von		m	Poliphil und Polia			1809		N	N	Der Wintergarten. Novellen.	Anthologie		1																						
00166-00	Döring	Georg		m	Die Vorurtheile	Novelle		1827		N	N	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE	797-798, …																			
00167-00	o.N	o.N.		unknown	Liebe und Wahnsinn	Nach einer Erzählung eines Reisenden im Orient		1827		0E	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE	785-786, …																			
00168-00				unknown	Der Brudermörder			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00169-00	Kruse	Lauritz		m	Die Kunstreiterfamilie	nach Ingemann		1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00170-00				unknown	Die Mörder aus Liebe			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00171-00				unknown	Die beiden Viehhändler			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00172-00				unknown	Das Schicksal			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00173-00				unknown	Der Mädchenmarkt in Rolle			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00174-00	Porter	Anna		f	Annchen Halliday (?)			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00175-00	Scott	Walter		m	Erzählungen eines Großvaters aus der schottischen Geschichte			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00176-00	Lohmann 			unknown	Rienzo oder Soldatentreue			1827		0E_unknown	0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE																				
00177-00		Friederike		f	Die heilige Elisabeth		Erzählung von Friederike Lohmann	1828		E	E	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		0		FALSE	S.3-73											Theresa Valta				original				
00178-00	von Nostitz und Jänkendorf	Gottlob Adolf Ernst	Arthur vom Nordstern	m	Die Nilreise 	Novelle (Vermerk TV: in Versen)		1828		N	N	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		0		FALSE	80-106											Theresa Valta				original				
00179-00	Schreyvogel	Joseph	West	m	War er ein Geisterseher?	Eine psychologische Merkwürdigkeit. Mitgetheilt von West.		1828		Psychologische Merkwürdigkeit	XE	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		0		FALSE	109-156											Theresa Valta				original				
00180-00	Birch-Pfeiffer	Charlotte		f	Die Tänzerin	Nicht Dichtung. Mitgetheilt in Briefen, von Charlotte Birch-Pfeiffer.		1828		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		0		FALSE	222-280											Theresa Valta			1	original				
00181-00	Dmitrijew (erschienen o.N.)	Ivan Iwanowitsch		m	Alexis und Natalie.	Aus dem Russischen frei bearbeitet, nach Karamasin.		1828		0E	0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	241-282								TRUE	FALSE	FALSE	Theresa Valta		russisch		original				
00182-00	o.N	o.N.		unknown	Der braune Erich.	Aus dem Dänischen frei bearbeitet, nach Ingemann.		1828		0E	0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	193-240											Theresa Valta		dänisch		original				
00183-00	o.N	o.N.		unknown	Astolfo und Lisarda, oder: der Pilger.	Aus dem Spanischen frei bearbeitet nach Lope de Vega Carpio.		1829		0E	0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.4	Sammlung		0		FALSE	127-172											Theresa Valta		spanisch		original				
00184-00	Hauff	Wilhelm		m	Das Bild des Kaisers.	Novelle von Wilhelm Hauff.		1827		N	N	Taschenbuch für Damen. Auf das Jahr 1828.	Taschenbuch		1		FALSE	313-454	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.17	1830	Novelle								Theresa Valta				original				
00185-00	Häring	Georg Wilhelm Heinrich	Willibald Alexis	m	Destereche.	Blätter aus dem Tagebuche eines Officiers von W. Alexis.		1830		0E	0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.21	Sammlung		1		FALSE	3-105											Theresa Valta				normalisiert				
00186-00	Kruse	Lauritz		m	Der Solitär.		Erzählung, von L. Kruse	1829		E	E	Aglaja. Ein Taschenbuch für das Jahr 1830.	Taschenbuch		0		FALSE	3-131											Theresa Valta				original				
00187-00	Halirsch	Ludwig		m	Das Frauenherz.	Novelle.		1829		N	N	Aglaja. Ein Taschenbuch für das Jahr 1830.	Taschenbuch		0		FALSE	144-198											Theresa Valta				original				
00188-00	Schreyvogel	Joseph	West	m	Der Schmid seines eigenen Glückes. 	Ein Charakter-Gemählde.		1829		0E	0E	Aglaja. Ein Taschenbuch für das Jahr 1830.	Taschenbuch		0		FALSE	211-327											Theresa Valta				original				
00189-00				unknown	Der Bräutigam aus dem Grabe.	Aus dem Englischen frei bearbeitet nach Washington Irving		1828		0E	0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	283-306											Johannes Leitgeb		englisch		normalisiert				
00190-00				unknown	Nicolaus Klim's unterirdische Reise.	Eine satyrische Erzählung, nach dem Lateinischen von Holberg frei bearbeitet		1828		E	E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	7-86											Johannes Leitgeb		lateinisch		normalisiert				
00191-00	Neusser	Ludwig		m	Die drei Träume	Novelle von Ludwig Neusser		1829		N	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.6	Sammlung		0		FALSE	143-228											Johannes Leitgeb				normalisiert				
00192-00				unknown	Der Wald von St. Euphemia.	Nach dem Englischen frei bearbeitet		1830		0E	0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.19	Sammlung		0		FALSE	223-258											Johannes Leitgeb		englisch		normalisiert				
00193-00				unknown	Laura's Villa.	Novelle, aus dem Spanischen frei bearbeitet, nach Lope de Vega Carpio		1828		N	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.2	Sammlung		0		FALSE	211-246											Johannes Leitgeb		spanisch		normalisiert				
00194-00				unknown	Pflicht und Liebe.	Novelle. Aus dem Italiänischen frei bearbeitet nach David Bertolotti		1828		N	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.2	Sammlung		0		FALSE	247-275											Johannes Leitgeb		italienisch		normalisiert				
00195-00				unknown	Die Zigeuner am Genfersee	Erzählung, frei nach dem Französischen		1830		E	E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.18	Sammlung		0		FALSE	3-122	"Original wohl ""Les Égyptiens sur les Bords du Lac Léman"" von Emmanuel Develey"			vgl. auch eine spätere Übersetzung (1832): Develey: Der letzte Bischof von Lausanne. Historische Novelle. https://books.google.de/books?id=feE6AAAAcAAJ 							Johannes Leitgeb		französisch		normalisiert				
00196-00				unknown	Verbrechen und Strafe	Novelle. Aus dem Ungarischen frei bearbeitet nach Kisfaludy		1829		N	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd. 6	Sammlung		0		FALSE	229-264	"Original wohl das Drama ""Stibor vajda"" (ersch. 1820) von Kisfaludy Károly"			vgl. auch eine frühere deutschsprachige Theaterfassung: https://books.google.de/books?id=tMJWAAAAcAAJ  							Johannes Leitgeb		ungarisch		normalisiert				
00197-00	Krudener	Frau von		f	Albert und Clara	eine Erzählung, frei bearbeitet nach der französischen, noch ungedruckten Urschrift der Frau von Krudener		1829		E	E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd. 7	Sammlung		0		FALSE	129-210											Johannes Leitgeb		französisch		normalisiert				
00198-00	Bölte	Amelie		f	Die Candidatenbraut			1854		0E	0E	Die Gartenlaube	Familienblatt		0		TRUE																unknown				
00199-00	W.	A. v.		unknown	Die weiße Rose			1855		0E	0E	Die Gartenlaube	Familienblatt		0		TRUE																unknown				
00200-00	Brentano	Clemens		m	Aus der Chronik eines fahrenden Schülers			1818		0E	0E	Erzählungen	Anthologie		1		unbekannt																unknown				
00201-00	Büchner	Georg		m	Lenz	Eine Reliquie von Georg Büchner		1839	1836	Reliquie	XE	 Telegraph für Deutschland	Zeitschrift	Person: Karl Gutzkow	3		TRUE																unknown				
00202-00	Busch	Wilhelm		m	Eduards Traum			1891		0E	0E	Eduards Traum (Buchtitel gleich Werktitel)	Monographie	Verlag: Bassermann	1		FALSE																unknown				
00203-00	Chamisso	Adelbert von		m	Adelberts Fabel			1806		0E	0E	(Medium unbekannt)	(unbekannt)		1		FALSE			1836	Erzählung	Chamisso’s Werke: Erzählungen											unknown				
00204-00	Christen	Ada		f	Als er heimkehrte			1884		0E	0E	Unsere Nachbarn	Anthologie	Verlag: Heinrich Minden, Dresden	0		FALSE			1964		Ada Christen: Das Haus zur blauen Gans. Berlin											unknown				
00205-00	Droste-Hülshoff	Annette, von		f	Bei uns zu auf dem Lande	Nach der Handschrift eines Edelmannes aus der Lausitz		1884	1842	0E	0E	Werke Bd. 4	Werke		1		FALSE					teilweise Vorabdruck in: Illustriertes Familienbuch zur Unterhaltung und Belehrung häuslicher Kreise											unknown				
00206-00	Ebner-Eschenbach	Marie von		f	Agave			1903		0E_unknown	0E	Agave (Buchtitel gleich Werktitel)	Monographie		1		FALSE			1956		Gesammelte Werke											unknown				
00207-00	Eichendorff	Joseph von		m	Auch ich war in Arkadien			1866	1834	Phantasie	XE	Werke aus dem Nachlss	Nachlass		2		FALSE					Entstanden 1834											unknown				
00208-00	Willkomm	Ernst von		m	Der Todtenbesuch am Skagerhorn	Nach wirklichen Begebenheiten mitgetheilt von Ernst Willkomm		1858		Nach wirklicher Begebenheit	XE	Die Gartenlaube	Familienblatt		0		TRUE															1	unknown				
00209-00	Fontane	Theodor		m	Ellernklipp	Nach einem Harzer Kirchenbuch		1881		0E	0E	Westermanns illustrierte deutsche Monatshefte	Rundschau		2		TRUE																unknown				
00210-00	Gerstäcker	Friedrich		m	Die beiden Doppelgänger			1859		0E	0E	Die Gartenlaube	Familienblatt		0		TRUE																unknown				
00211-00	Gotthelf	Jeremias		m	Die schwarze Spinne			1842		0E	0E	Geschichten und Sagen aus der Schweiz	Anthologie		3		FALSE								FALSE		FALSE	TRUE					unknown				
00212-00	Gottwald	Eduard		m	Der Bürge	Ein Zeitbild aus der Mitte des sechszehnten Jahrhunderts.		1854		Zeitbild	XE	Die Gartenlaube	Familienblatt		0		TRUE																unknown				
00213-00	Guseck	Bernd von		m	Fern der Welt			1857		0E	0E	Die Gartenlaube	Familienblatt		0		TRUE																unknown				
00214-00	Hartleben	Otto Erich		m	Vom gastfreien Pastor	Erzählungen von Otto Erich Hartleben		1895		E	E	Erzählungen	Anthologie		0		FALSE			1902	Erzählungen	Fischer											unknown				
00215-00	Heyking	Elisabeth von		f	Das Geheimnis des Amerikaners	Eine überholte Geschichte		1905		Geschichte	XE	Der Tag Anderer	Anthologie	Verlag: Paethel, Berlin	0		FALSE																unknown				
